age,day,campaign,pdays,month_new,job_new,marital_new,education_new,default_new,housing_new,loan_new,contact_new,poutcome_new,balance_new,duration_new,y
54,5,1,-1,8,4,1,2,0,0,0,0,3,810.0,156.0,0
38,17,2,-1,6,7,0,1,0,1,0,2,3,-10.0,61.0,0
57,20,2,-1,11,10,1,0,0,1,0,0,3,0.0,231.0,0
36,25,2,-1,7,7,0,1,0,0,0,0,3,-194.0,83.0,0
34,6,1,-1,5,1,1,2,0,1,1,0,3,748.0,161.0,0
37,1,2,183,9,4,1,2,0,0,0,0,2,1113.0,265.0,1
30,9,2,-1,5,9,2,2,0,1,0,2,3,255.0,119.0,0
49,9,5,-1,2,3,0,1,0,0,0,1,3,267.0,23.0,0
45,5,1,-1,8,7,1,0,0,0,0,0,3,323.0,197.0,1
37,11,4,-1,8,9,1,1,0,0,0,0,3,3043.0,123.0,0
58,16,2,-1,7,5,1,0,0,0,1,0,3,91.0,204.0,1
38,16,2,-1,6,1,0,1,0,1,0,2,3,727.0,119.0,0
50,16,1,-1,7,4,1,2,0,0,0,0,3,782.0,335.0,1
59,18,2,165,11,9,0,1,0,1,0,0,0,797.0,319.0,0
65,12,1,196,1,4,1,2,0,0,0,0,1,1097.0,131.0,1
31,7,3,-1,8,4,1,1,0,0,0,0,3,55.0,124.0,0
41,14,1,356,5,1,2,1,0,0,1,0,1,1880.0,35.0,0
38,21,1,183,10,1,0,1,0,1,0,0,2,0.0,547.0,1
51,29,2,-1,5,4,0,1,0,1,0,2,3,3348.0,122.0,0
33,21,2,-1,5,6,1,2,0,1,0,2,3,1545.0,357.0,0
35,20,1,-1,4,9,1,2,0,0,0,0,3,703.0,169.0,1
29,18,2,-1,5,1,2,1,0,0,0,0,3,1472.0,246.0,1
39,28,3,-1,5,1,1,2,0,1,1,2,3,206.0,153.0,0
31,24,3,-1,7,1,2,1,0,1,1,0,3,-806.0,205.0,0
54,2,2,91,6,4,1,2,0,0,0,0,0,446.0,122.0,1
45,16,1,-1,7,9,2,1,0,0,0,0,3,-55.0,124.0,0
34,13,1,-1,5,9,2,1,0,1,0,0,3,2131.0,53.0,0
32,8,3,-1,5,1,0,0,0,1,0,2,3,88.0,17.0,0
50,20,1,-1,4,1,0,1,0,1,1,0,3,881.0,162.0,0
40,8,1,-1,5,7,1,0,0,1,0,2,3,332.0,149.0,0
47,5,3,-1,6,10,1,0,0,0,1,2,3,122.0,240.0,0
46,19,6,-1,8,4,0,1,0,0,0,0,3,558.0,126.0,0
29,3,4,-1,6,7,1,0,0,1,0,2,3,711.0,136.0,0
55,7,2,-1,8,3,1,0,0,0,0,0,3,17.0,196.0,1
41,31,6,-1,7,1,1,0,0,1,0,0,3,1500.0,101.0,0
36,12,1,97,11,2,1,1,0,0,0,0,0,2971.0,247.0,1
27,9,1,-1,7,9,2,1,0,0,0,2,3,337.0,23.0,0
45,13,1,-1,5,4,1,2,0,1,1,2,3,0.0,147.0,0
32,30,6,-1,7,0,1,1,0,1,0,0,3,167.0,103.0,0
36,21,1,-1,8,9,2,1,0,0,0,0,3,0.0,42.0,0
38,21,1,-1,5,1,1,1,0,1,1,2,3,620.0,420.0,0
58,7,2,-1,8,10,1,1,0,0,0,0,3,2690.0,142.0,0
42,14,1,-1,5,4,1,2,0,1,0,2,3,877.0,238.0,0
35,21,1,-1,5,9,0,1,0,0,0,2,3,0.0,162.0,0
61,13,1,-1,5,5,1,0,0,1,0,2,3,1060.0,118.0,0
31,20,2,-1,5,8,2,2,0,1,0,2,3,410.0,112.0,0
54,19,1,152,11,7,1,3,0,0,1,0,2,386.0,74.0,0
27,27,1,-1,5,0,2,1,0,1,0,2,3,1391.0,319.0,0
55,14,2,-1,7,7,0,1,0,0,0,0,3,935.0,65.0,0
33,8,1,-1,5,0,2,1,0,0,0,2,3,303.0,149.0,0
48,6,2,281,5,2,0,1,0,1,1,0,0,2.0,547.0,1
30,8,2,-1,7,6,1,1,0,0,1,0,3,57.0,55.0,0
33,29,2,-1,8,9,2,2,0,0,0,0,3,176.0,112.0,0
54,17,1,-1,11,1,1,0,0,0,1,2,3,209.0,206.0,0
29,16,4,-1,7,1,1,1,0,1,0,0,3,0.0,186.0,0
25,14,1,-1,5,0,2,1,0,1,0,0,3,248.0,121.0,0
42,9,1,-1,7,1,1,1,0,0,0,0,3,-422.0,31.0,0
36,20,1,-1,5,9,2,1,0,1,0,2,3,380.0,134.0,0
32,12,1,-1,5,4,1,0,0,1,0,2,3,142.0,101.0,0
33,25,1,-1,7,0,2,1,0,1,1,0,3,-300.0,184.0,0
34,14,1,-1,5,1,2,1,0,1,0,0,3,62.0,105.0,0
26,28,3,-1,5,1,2,1,0,1,0,2,3,419.0,94.0,0
42,14,2,-1,8,9,2,2,0,0,0,0,3,171.0,143.0,0
36,18,1,-1,11,4,1,2,0,0,0,0,3,871.0,170.0,0
41,28,1,-1,1,1,1,0,0,0,0,0,3,620.0,314.0,0
49,6,2,-1,6,3,0,3,0,0,0,2,3,2754.0,18.0,0
53,7,1,288,5,1,1,1,0,1,0,0,0,913.0,213.0,0
40,8,1,-1,8,3,1,1,0,0,0,0,3,949.0,182.0,0
45,26,4,-1,5,1,1,1,0,1,0,2,3,-376.0,162.0,0
59,28,1,-1,1,10,1,1,0,0,0,0,3,309.0,300.0,0
36,20,1,-1,4,1,1,1,0,1,0,0,3,349.0,365.0,0
36,4,1,-1,8,4,1,2,0,1,0,0,3,3007.0,160.0,0
48,14,2,-1,8,3,1,0,0,0,0,0,3,469.0,103.0,0
35,9,2,262,4,0,1,1,0,1,0,0,0,159.0,259.0,0
32,28,3,-1,8,9,1,1,0,0,0,0,3,1026.0,94.0,0
33,20,2,-1,8,9,2,1,0,0,1,0,3,541.0,118.0,0
52,12,1,-1,6,11,1,3,0,0,0,2,3,1317.0,58.0,0
70,28,1,-1,12,5,0,0,0,0,0,0,3,828.0,433.0,0
54,4,5,-1,6,1,0,0,0,1,0,2,3,215.0,71.0,0
43,16,1,124,12,10,1,1,0,0,0,0,0,775.0,325.0,1
50,20,4,-1,4,0,1,1,0,1,0,0,3,335.0,166.0,0
27,26,1,101,2,11,2,1,0,0,0,1,0,1187.0,232.0,0
46,24,1,-1,6,1,1,0,0,0,0,2,3,67.0,9.0,0
40,9,1,-1,5,5,1,2,0,0,0,2,3,794.0,138.0,0
29,28,1,-1,5,4,1,2,0,1,0,2,3,2451.0,58.0,0
40,18,3,96,11,0,0,1,0,1,1,0,0,399.0,166.0,0
46,22,4,-1,8,3,1,0,0,0,0,0,3,131.0,234.0,0
59,23,4,-1,7,9,1,1,0,1,1,0,3,135.0,416.0,0
33,6,2,-1,8,9,2,2,0,0,0,0,3,764.0,244.0,1
27,23,2,-1,7,9,1,1,0,1,0,0,3,-392.0,228.0,0
54,16,1,-1,5,2,1,0,0,1,1,2,3,3343.0,216.0,0
33,7,2,-1,7,1,2,0,1,0,1,0,3,-15.0,326.0,1
41,6,2,-1,5,4,1,2,0,1,0,0,3,2470.0,22.0,0
47,8,3,-1,5,1,1,0,0,1,0,2,3,1865.0,380.0,0
46,6,1,-1,5,1,2,0,0,1,0,0,3,501.0,207.0,0
31,4,2,184,11,4,2,2,0,1,0,0,0,220.0,257.0,0
27,31,6,-1,7,7,2,1,0,1,0,0,3,0.0,35.0,0
28,8,1,-1,7,0,2,1,0,0,1,0,3,144.0,136.0,0
24,11,1,-1,8,8,2,1,0,0,0,0,3,125.0,477.0,0
46,6,3,-1,5,1,0,0,0,1,0,2,3,1927.0,241.0,0
35,7,2,-1,8,4,1,1,0,0,1,0,3,616.0,92.0,0
26,8,1,-1,7,6,2,1,0,0,0,0,3,551.0,531.0,1
23,17,1,-1,11,8,2,2,0,0,0,0,3,113.0,266.0,0
34,18,5,355,5,1,2,2,0,1,0,0,0,-303.0,17.0,0
48,16,2,-1,6,4,1,2,0,0,0,0,3,2.0,79.0,0
57,11,5,-1,5,4,1,1,0,1,0,1,3,657.0,20.0,0
48,28,2,-1,1,9,1,1,0,1,0,0,3,340.0,255.0,0
47,7,2,-1,7,7,1,1,0,0,1,0,3,24.0,95.0,0
47,25,4,-1,8,1,1,0,0,0,0,0,3,799.0,67.0,0
51,19,2,-1,6,4,0,1,0,1,0,2,3,2843.0,97.0,0
33,19,1,182,11,4,2,2,0,1,1,0,0,541.0,140.0,0
39,12,1,-1,5,1,1,0,0,1,0,0,3,398.0,256.0,0
37,4,3,-1,5,1,1,0,0,1,0,0,3,2939.0,191.0,1
34,20,4,-1,11,2,1,2,0,0,1,0,3,368.0,366.0,0
31,20,1,-1,11,6,2,1,0,0,0,0,3,1086.0,410.0,0
34,27,6,-1,8,7,1,1,0,0,0,0,3,1632.0,65.0,0
60,27,1,-1,5,5,0,1,0,0,0,0,3,1923.0,282.0,1
38,28,2,-1,5,7,1,1,0,1,0,2,3,-314.0,66.0,0
37,4,6,-1,2,4,2,1,0,0,1,0,3,655.0,258.0,1
31,30,3,-1,5,4,2,2,0,1,0,2,3,453.0,58.0,0
32,28,4,-1,7,1,2,1,0,1,0,0,3,82.0,86.0,0
31,20,3,-1,8,9,2,1,0,0,0,0,3,36.0,99.0,0
38,15,1,-1,4,0,1,2,0,0,0,0,3,293.0,85.0,1
48,29,2,-1,8,9,1,2,0,0,0,0,3,16.0,77.0,0
53,5,2,-1,5,9,1,1,0,1,1,2,3,56.0,152.0,0
31,12,3,-1,5,9,1,1,0,1,0,0,3,465.0,259.0,0
23,27,1,91,10,10,2,2,0,0,0,0,2,993.0,409.0,1
56,17,1,172,11,5,1,1,0,1,1,0,0,2749.0,38.0,0
31,28,4,-1,7,1,2,1,0,0,1,0,3,-343.0,120.0,0
37,8,1,-1,5,5,1,1,0,0,1,0,3,71.0,254.0,1
46,31,2,-1,7,7,1,1,0,1,0,0,3,-522.0,61.0,0
35,21,1,-1,11,4,2,2,0,1,1,0,3,175.0,53.0,0
34,8,4,-1,5,10,1,1,0,1,1,0,3,1243.0,157.0,0
57,9,3,-1,6,7,0,0,0,0,0,2,3,1367.0,144.0,0
56,10,1,-1,7,0,1,1,0,1,0,0,3,510.0,288.0,0
37,21,1,-1,11,4,1,2,0,0,0,0,3,11.0,326.0,0
41,23,3,-1,7,4,1,2,0,1,0,0,3,0.0,285.0,0
38,29,6,-1,7,0,1,1,0,1,0,0,3,1283.0,60.0,0
40,12,2,-1,6,7,1,1,0,0,0,2,3,0.0,543.0,0
33,14,2,-1,5,1,1,1,0,1,0,0,3,705.0,112.0,0
40,3,1,133,4,2,1,2,0,1,0,0,0,2644.0,235.0,0
43,2,4,-1,6,2,1,1,0,1,1,2,3,641.0,251.0,0
31,9,2,-1,5,10,2,2,0,1,0,2,3,133.0,480.0,0
35,2,2,-1,2,9,1,1,0,0,0,0,3,1.0,215.0,0
18,1,1,-1,9,8,2,3,0,0,0,0,3,438.0,425.0,0
38,20,2,-1,5,7,1,1,0,1,0,2,3,173.0,130.0,0
33,13,1,-1,5,4,1,2,0,1,0,0,3,1064.0,547.0,1
27,12,5,-1,5,9,2,1,0,1,0,0,3,235.0,13.0,0
32,2,1,-1,2,4,1,2,0,0,0,0,3,71.0,75.0,0
29,11,1,-1,5,9,2,2,0,1,0,0,3,452.0,59.0,0
24,4,3,-1,6,10,2,1,0,0,0,0,3,572.0,442.0,1
57,6,1,410,10,5,1,1,0,0,0,0,0,415.0,408.0,1
44,11,2,-1,5,1,2,1,0,1,0,0,3,184.0,196.0,0
36,17,1,346,4,4,2,2,0,1,0,0,1,953.0,72.0,0
33,25,1,204,2,7,2,1,0,0,0,1,1,1852.0,371.0,1
49,27,4,-1,8,1,1,1,0,0,0,0,3,2673.0,219.0,1
57,28,1,-1,1,5,1,2,0,0,1,0,3,34.0,139.0,0
56,27,1,-1,5,5,0,0,0,1,0,2,3,-154.0,127.0,0
33,20,2,-1,8,4,1,1,1,0,1,0,3,7.0,239.0,0
29,7,1,-1,5,9,1,1,0,0,0,2,3,8.0,113.0,0
34,28,2,-1,7,0,2,2,0,1,0,0,3,64.0,76.0,0
57,2,6,-1,2,5,1,1,0,0,1,0,3,523.0,49.0,0
48,21,1,179,11,1,1,1,0,1,1,0,0,2697.0,82.0,0
37,24,1,-1,6,0,0,1,0,1,1,2,3,450.0,15.0,0
47,11,2,-1,7,2,1,2,0,1,1,1,3,416.0,87.0,0
23,9,2,-1,5,8,2,1,0,1,0,2,3,318.0,545.0,0
35,27,2,-1,5,1,1,0,0,1,0,2,3,1383.0,269.0,0
55,6,2,-1,8,5,1,0,0,0,1,0,3,628.0,123.0,0
27,8,1,-1,5,8,2,1,0,1,0,2,3,81.0,238.0,0
56,21,1,-1,4,10,1,0,0,0,0,0,3,3391.0,243.0,1
30,17,1,-1,4,7,2,1,0,1,0,0,3,595.0,172.0,0
31,8,2,-1,5,6,2,2,0,1,0,2,3,120.0,239.0,0
34,29,2,206,1,9,1,1,0,0,0,0,1,1137.0,383.0,0
34,2,2,193,2,1,1,1,0,1,1,0,1,7.0,171.0,0
33,8,2,-1,8,4,1,2,0,0,0,0,3,2126.0,174.0,0
36,29,4,-1,8,6,1,2,0,0,0,0,3,10.0,47.0,0
34,20,2,-1,11,6,2,2,0,0,0,0,3,6.0,501.0,0
33,20,2,-1,5,7,1,1,0,1,0,2,3,403.0,274.0,0
45,8,1,-1,7,7,2,1,0,0,1,0,3,-688.0,106.0,0
65,25,1,50,9,5,1,1,0,0,0,0,0,1176.0,64.0,0
35,9,1,-1,6,9,1,2,0,0,0,2,3,2518.0,400.0,0
30,15,4,-1,5,2,1,0,0,1,0,0,3,386.0,253.0,0
40,26,2,-1,5,0,1,1,0,1,1,2,3,1327.0,76.0,0
43,2,1,-1,2,9,1,1,0,0,0,0,3,576.0,229.0,0
30,30,1,-1,4,9,1,2,0,1,0,0,3,606.0,547.0,1
64,12,1,-1,3,5,1,3,0,0,0,0,3,2923.0,120.0,1
49,4,3,-1,5,1,1,0,0,1,0,0,3,1133.0,291.0,0
26,7,5,-1,5,7,2,1,0,1,0,0,3,1700.0,13.0,0
25,21,1,-1,7,0,2,1,0,0,1,0,3,105.0,392.0,1
37,14,6,-1,5,1,1,0,0,1,0,0,3,190.0,17.0,0
43,14,2,360,5,9,2,2,0,1,0,1,1,275.0,151.0,0
40,8,1,367,5,3,2,0,0,1,0,0,0,109.0,308.0,0
28,5,4,-1,5,1,1,1,0,0,0,0,3,1590.0,78.0,0
58,30,2,-1,7,4,0,1,0,0,0,1,3,3161.0,542.0,0
22,16,1,-1,10,7,2,1,0,0,0,0,3,129.0,258.0,1
44,16,1,-1,5,1,1,0,0,1,0,2,3,1485.0,428.0,0
28,19,2,-1,5,4,2,1,0,1,1,2,3,471.0,123.0,0
50,7,2,-1,5,1,1,0,1,1,0,2,3,354.0,123.0,0
48,18,6,-1,6,1,1,0,0,1,0,2,3,363.0,257.0,0
30,18,2,-1,5,1,1,0,0,1,0,0,3,-5.0,518.0,1
37,8,1,281,5,9,0,1,0,1,0,0,1,262.0,268.0,0
56,19,1,-1,11,6,1,2,1,0,0,0,3,0.0,122.0,0
34,29,3,-1,7,1,1,1,0,1,0,0,3,156.0,393.0,0
42,19,2,-1,8,9,0,1,0,0,0,0,3,58.0,153.0,0
34,14,2,-1,5,1,1,0,0,1,0,0,3,79.0,406.0,0
33,17,1,-1,4,4,2,2,0,1,0,0,3,289.0,388.0,0
33,1,1,237,6,0,2,2,0,1,0,0,0,272.0,326.0,1
48,5,2,177,2,1,1,1,0,1,1,0,0,426.0,153.0,0
29,12,2,-1,5,4,2,2,0,1,0,0,3,0.0,116.0,0
37,3,2,324,7,9,1,1,0,1,0,0,1,1824.0,112.0,1
26,29,4,-1,7,1,2,0,1,0,1,0,3,344.0,62.0,0
27,4,4,-1,7,9,2,1,0,1,1,0,3,126.0,436.0,0
28,9,1,-1,7,6,1,2,0,1,0,2,3,0.0,139.0,0
42,19,1,-1,6,0,2,1,0,1,0,2,3,283.0,446.0,0
35,13,3,43,8,4,0,2,0,0,0,0,1,2885.0,199.0,0
37,21,4,-1,11,6,1,1,0,1,0,0,3,415.0,249.0,0
40,17,1,-1,11,1,1,0,0,1,0,0,3,69.0,375.0,0
41,2,1,-1,2,7,0,1,0,1,0,0,3,0.0,20.0,0
30,21,2,178,11,4,1,2,0,1,1,0,1,1942.0,436.0,0
50,7,4,-1,8,3,1,0,0,0,0,0,3,152.0,107.0,0
27,22,1,-1,7,7,0,1,0,1,0,0,3,10.0,527.0,0
28,29,3,142,1,0,2,1,0,1,1,0,2,261.0,254.0,0
35,8,4,-1,6,4,1,2,0,0,0,0,3,925.0,200.0,1
63,12,2,182,10,4,1,2,0,0,0,0,0,0.0,130.0,1
41,25,2,-1,7,0,2,1,0,0,0,1,3,0.0,286.0,0
54,7,1,-1,10,11,1,3,0,0,0,0,3,895.0,335.0,1
40,6,3,-1,6,3,0,0,0,0,0,2,3,1.0,113.0,0
35,14,3,-1,7,1,2,0,0,1,0,0,3,-230.0,183.0,0
50,6,1,-1,5,7,1,1,0,1,0,2,3,206.0,154.0,0
28,18,1,-1,7,0,1,1,0,1,0,0,3,5.0,121.0,0
31,2,2,-1,6,4,2,2,0,1,1,2,3,684.0,148.0,0
41,19,1,-1,6,9,1,1,0,0,0,2,3,1278.0,532.0,0
34,26,1,-1,5,1,2,0,0,1,0,2,3,-175.0,40.0,0
36,19,1,120,11,6,1,1,0,1,0,0,0,189.0,136.0,0
36,11,1,37,9,4,1,2,0,0,0,0,2,495.0,91.0,1
46,7,2,-1,8,4,1,2,0,0,0,0,3,1514.0,94.0,0
34,12,1,100,11,9,1,1,0,0,0,0,0,1026.0,319.0,1
46,30,3,-1,7,9,1,2,0,0,0,0,3,16.0,121.0,0
45,28,1,-1,8,9,1,1,0,0,0,0,3,77.0,90.0,0
54,14,1,-1,5,1,1,1,0,1,0,2,3,1765.0,188.0,0
38,9,2,-1,6,7,1,1,0,1,1,2,3,1005.0,152.0,0
53,23,2,-1,5,1,1,0,0,1,0,2,3,-1334.0,169.0,0
57,20,2,-1,4,5,1,0,0,0,0,0,3,2961.0,128.0,1
49,21,1,-1,11,4,1,2,0,0,0,0,3,436.0,215.0,0
36,22,1,-1,7,4,1,2,0,1,0,0,3,0.0,99.0,0
53,21,1,-1,8,9,2,2,0,0,0,0,3,1.0,190.0,0
29,5,1,-1,2,9,1,1,0,1,0,0,3,767.0,253.0,0
34,26,4,-1,5,7,1,1,0,1,0,2,3,1414.0,192.0,0
50,11,2,-1,7,4,1,2,0,0,1,0,3,383.0,502.0,1
33,21,2,-1,5,0,2,1,0,1,0,2,3,1779.0,175.0,0
32,13,2,344,5,1,1,1,0,0,0,0,0,-446.0,126.0,0
30,27,3,-1,5,7,1,1,0,0,0,2,3,-932.0,349.0,0
52,15,2,295,5,1,1,0,0,1,0,0,0,134.0,81.0,0
30,7,4,-1,8,6,1,2,0,0,0,0,3,694.0,185.0,1
36,27,2,-1,8,4,2,2,0,0,0,0,3,0.0,134.0,0
28,28,1,-1,5,7,2,1,0,1,0,2,3,281.0,201.0,0
45,8,3,-1,5,7,1,1,0,1,0,2,3,22.0,209.0,0
45,11,2,-1,7,4,1,2,0,1,0,0,3,2220.0,128.0,0
37,9,2,-1,2,2,1,1,0,0,0,0,3,1290.0,87.0,1
40,18,3,-1,11,4,1,2,0,1,0,0,3,5.0,219.0,0
27,28,2,-1,7,1,1,0,0,1,0,1,3,108.0,57.0,0
51,19,1,-1,6,0,1,1,0,0,0,2,3,884.0,50.0,0
29,18,4,-1,5,4,2,2,0,1,0,1,3,722.0,81.0,0
38,20,2,-1,11,10,1,1,0,0,1,0,3,1906.0,210.0,0
44,4,1,-1,6,1,1,1,0,1,0,2,3,406.0,222.0,0
49,30,2,-1,7,9,1,0,0,1,0,0,3,1415.0,269.0,0
38,30,1,-1,1,0,0,1,0,0,1,0,3,-51.0,102.0,0
28,18,5,355,5,7,1,1,0,1,0,0,1,38.0,16.0,0
33,21,3,-1,7,9,2,2,0,0,1,0,3,119.0,202.0,0
24,27,1,-1,5,1,2,1,0,1,0,2,3,-438.0,410.0,0
40,9,2,-1,2,2,0,1,0,1,0,0,3,201.0,25.0,0
32,7,3,295,5,1,2,1,0,1,0,0,1,1402.0,343.0,0
64,21,1,-1,8,5,0,1,0,0,0,0,3,630.0,97.0,0
42,6,1,-1,4,0,2,2,0,1,0,0,3,473.0,494.0,1
48,21,1,-1,10,0,1,1,0,0,1,0,3,50.0,419.0,1
43,18,5,-1,8,4,1,2,0,0,0,0,3,0.0,241.0,0
46,6,1,-1,6,11,1,3,0,0,0,2,3,613.0,51.0,0
33,18,3,-1,5,4,2,2,0,1,0,0,3,62.0,473.0,1
28,4,4,-1,6,4,2,2,0,1,0,2,3,-380.0,285.0,0
31,19,1,-1,5,1,1,1,0,1,0,2,3,41.0,265.0,0
56,3,2,-1,2,10,0,0,0,0,0,1,3,802.0,258.0,0
39,20,2,105,11,9,2,1,0,0,0,0,2,1104.0,333.0,0
43,25,2,-1,7,1,1,1,0,1,1,0,3,1343.0,211.0,0
34,19,2,-1,8,9,2,1,0,0,0,0,3,0.0,130.0,0
39,20,2,-1,8,3,1,1,0,1,1,0,3,-146.0,239.0,0
31,29,4,-1,8,9,2,1,0,0,0,0,3,0.0,213.0,0
47,9,1,-1,4,0,1,1,0,0,0,0,3,0.0,159.0,1
31,2,5,-1,2,7,2,1,0,0,0,0,3,295.0,78.0,0
59,20,1,173,4,4,0,2,0,1,0,0,2,258.0,33.0,0
49,14,4,-1,8,1,1,1,0,0,0,0,3,0.0,189.0,1
30,14,3,-1,8,9,2,2,0,0,1,1,3,0.0,226.0,1
35,18,1,-1,7,9,1,1,0,1,0,0,3,513.0,377.0,0
35,28,2,-1,7,1,1,1,0,1,1,1,3,209.0,66.0,0
38,28,1,-1,1,4,2,2,0,1,0,0,3,574.0,62.0,0
34,18,4,-1,8,4,1,2,0,0,0,0,3,176.0,61.0,0
45,5,6,-1,6,7,1,1,0,1,0,2,3,1550.0,127.0,0
33,18,1,-1,11,4,2,2,0,0,0,0,3,275.0,348.0,0
55,12,1,91,8,11,1,1,0,0,0,0,2,2206.0,265.0,1
36,31,4,-1,7,0,1,1,0,1,0,0,3,470.0,101.0,0
32,29,1,197,12,4,2,2,0,1,0,0,2,718.0,155.0,0
41,3,1,-1,4,4,0,2,0,1,0,0,3,902.0,134.0,0
34,24,4,-1,7,6,1,1,0,1,1,0,3,179.0,137.0,0
35,14,1,-1,5,7,2,1,0,1,0,0,3,35.0,152.0,0
39,29,3,-1,1,6,1,1,0,0,0,0,3,656.0,309.0,0
31,30,1,78,4,7,2,1,0,0,0,0,2,1599.0,226.0,1
38,17,2,-1,11,4,1,1,0,0,0,0,3,242.0,88.0,0
26,30,2,2,1,9,2,2,0,0,0,0,1,152.0,151.0,0
36,18,1,-1,7,4,1,2,0,1,0,0,3,635.0,359.0,0
44,9,3,-1,7,4,1,2,0,0,0,0,3,368.0,73.0,0
34,21,1,-1,5,1,2,1,0,1,0,2,3,558.0,43.0,0
50,8,2,-1,8,2,1,1,0,0,0,0,3,2731.0,111.0,0
33,6,1,-1,7,1,2,1,0,0,0,2,3,688.0,226.0,0
46,30,1,-1,4,1,1,1,0,0,0,0,3,1603.0,279.0,1
26,29,5,-1,7,1,2,1,0,1,1,0,3,-84.0,63.0,0
54,15,2,-1,5,1,0,0,0,1,0,2,3,190.0,196.0,0
35,15,2,81,6,4,1,2,0,0,0,0,1,2461.0,205.0,1
30,12,2,-1,8,3,1,1,0,0,0,0,3,0.0,91.0,0
31,16,1,126,10,0,2,1,0,0,1,0,0,523.0,141.0,1
69,18,2,118,8,3,1,0,0,0,0,0,0,1080.0,197.0,1
44,12,2,-1,5,10,1,1,0,1,0,2,3,304.0,129.0,0
58,21,1,-1,7,9,1,1,0,1,1,1,3,471.0,61.0,0
35,12,1,182,8,1,1,1,0,1,0,0,2,1454.0,323.0,1
55,18,3,-1,11,5,0,2,0,0,0,0,3,816.0,113.0,0
53,12,1,-1,6,5,1,1,0,1,0,2,3,340.0,138.0,0
60,15,1,-1,5,5,1,1,0,1,1,2,3,2537.0,230.0,0
48,28,1,-1,1,9,1,1,0,1,1,0,3,1449.0,188.0,0
31,23,1,-1,5,2,2,1,0,1,0,2,3,159.0,533.0,0
41,27,6,-1,8,0,1,1,0,0,1,0,3,875.0,247.0,1
50,8,1,119,1,2,0,2,0,0,0,0,0,315.0,249.0,1
35,20,4,-1,4,0,2,1,0,1,0,0,3,424.0,23.0,0
36,19,1,-1,2,10,1,1,0,1,0,2,3,1466.0,124.0,0
32,17,1,329,4,6,1,0,0,1,0,0,0,1074.0,38.0,0
40,29,2,-1,8,6,2,2,0,0,0,1,3,41.0,104.0,0
55,20,6,-1,11,4,1,2,0,1,0,0,3,1161.0,8.0,0
36,16,2,-1,6,9,2,1,0,1,0,2,3,1521.0,243.0,0
32,6,6,-1,8,9,1,1,0,0,0,0,3,374.0,119.0,0
57,21,2,-1,11,3,0,0,0,0,0,1,3,492.0,181.0,0
41,16,1,-1,7,2,1,2,0,0,1,0,3,143.0,141.0,1
32,15,5,-1,7,6,1,1,0,1,1,0,3,217.0,317.0,0
48,24,4,-1,6,1,2,1,0,0,0,2,3,2288.0,114.0,0
31,17,2,-1,7,1,1,1,0,1,1,0,3,212.0,143.0,0
51,7,1,-1,5,1,0,0,0,1,1,0,3,57.0,355.0,0
59,8,2,381,7,4,1,1,0,0,0,1,0,111.0,312.0,1
36,5,2,-1,5,1,1,1,0,1,0,2,3,0.0,195.0,0
57,26,2,-1,3,3,1,0,0,0,0,0,3,780.0,94.0,0
24,7,2,-1,9,10,2,1,0,0,0,0,3,2696.0,107.0,1
41,13,6,176,5,1,1,1,0,1,0,0,1,121.0,16.0,0
53,17,2,-1,6,1,1,1,0,0,0,2,3,1653.0,88.0,0
41,18,1,110,11,1,1,1,0,0,0,0,2,1954.0,65.0,0
29,22,1,-1,7,8,2,2,0,1,0,0,3,652.0,285.0,0
43,5,2,-1,5,7,1,0,0,1,0,2,3,3.0,186.0,0
45,9,3,-1,7,0,1,1,0,0,0,0,3,335.0,89.0,0
30,18,1,362,5,6,1,2,0,1,0,0,1,163.0,149.0,0
47,7,2,-1,5,1,1,0,0,1,0,2,3,117.0,113.0,0
41,8,2,-1,5,4,2,2,0,1,0,2,3,572.0,8.0,0
33,20,1,-1,5,9,2,1,0,1,0,2,3,1769.0,181.0,0
60,5,2,-1,2,4,1,2,0,0,0,0,3,2281.0,230.0,0
18,13,1,93,11,8,2,0,0,0,0,0,2,608.0,210.0,1
25,18,2,185,2,6,2,3,0,0,0,0,0,1179.0,150.0,1
46,16,1,-1,6,1,1,2,0,1,0,2,3,993.0,78.0,0
34,21,1,-1,8,9,2,1,0,0,0,0,3,161.0,406.0,1
38,2,1,271,2,7,2,1,0,1,0,0,0,-196.0,60.0,0
34,20,3,-1,6,1,1,0,0,1,0,2,3,455.0,372.0,0
29,28,2,-1,5,4,2,2,0,1,1,2,3,112.0,117.0,0
37,30,2,-1,5,9,2,1,0,1,0,2,3,786.0,103.0,0
40,29,1,-1,1,6,0,1,0,0,0,0,3,172.0,421.0,0
35,18,1,190,11,9,1,1,0,1,0,0,0,222.0,233.0,0
36,8,1,368,5,7,1,1,0,1,0,0,0,0.0,346.0,0
26,21,4,-1,7,7,2,1,0,0,1,0,3,3.0,140.0,0
37,20,2,170,11,9,0,1,0,1,0,0,1,1559.0,178.0,0
52,12,5,174,5,1,1,0,0,1,1,0,0,-637.0,161.0,0
32,21,1,-1,7,0,1,1,0,1,0,0,3,0.0,229.0,0
41,29,5,-1,7,9,1,2,0,0,0,0,3,354.0,95.0,0
47,21,1,-1,11,9,0,1,0,1,0,0,3,-81.0,262.0,0
54,13,1,-1,5,9,1,1,0,1,0,1,3,324.0,51.0,0
