age,job,marital,education,default,housing,loan,contact,day,month,duration,campaign,pdays,poutcome,y,month_new,job_new,marital_new,education_new,default_new,housing_new,loan_new,contact_new,poutcome_new,y_new,balance_new,duration_new
25896,31,management,married,tertiary,no,yes,no,cellular,30,jan,203,2,2,other,no,1,4,1,2,0,1,0,0,1,0,1384.0,203.0
25897,60,admin.,married,secondary,no,no,yes,cellular,30,jan,255,2,2,other,no,1,0,1,1,0,0,1,0,1,0,2552.0,255.0
25898,46,technician,married,secondary,no,yes,no,cellular,30,jan,153,1,2,other,no,1,9,1,1,0,1,0,0,1,0,198.0,153.0
25899,34,management,married,tertiary,no,no,no,cellular,30,jan,193,1,-1,unknown,no,1,4,1,2,0,0,0,0,3,0,351.0,193.0
25900,39,housemaid,married,secondary,no,no,no,cellular,30,jan,23,6,232,other,no,1,3,1,1,0,0,0,0,1,0,953.0,23.0
25901,26,admin.,single,secondary,no,no,no,cellular,30,jan,226,2,-1,unknown,no,1,0,2,1,0,0,0,0,3,0,187.0,226.0
25902,27,management,single,tertiary,no,no,no,cellular,30,jan,267,4,-1,unknown,no,1,4,2,2,0,0,0,0,3,0,1277.0,267.0
25903,46,blue-collar,single,secondary,no,no,no,cellular,30,jan,11,4,-1,unknown,no,1,1,2,1,0,0,0,0,3,0,332.0,11.0
25904,51,technician,single,secondary,no,yes,no,cellular,30,jan,197,1,2,other,no,1,9,2,1,0,1,0,0,1,0,527.0,197.0
25905,31,unemployed,single,secondary,no,no,no,cellular,30,jan,130,1,2,other,no,1,10,2,1,0,0,0,0,1,0,315.0,130.0
25907,33,blue-collar,single,tertiary,no,yes,no,cellular,30,jan,159,1,191,failure,no,1,1,2,2,0,1,0,0,0,0,457.0,159.0
25908,53,unemployed,married,secondary,no,no,no,cellular,30,jan,68,2,-1,unknown,no,1,10,1,1,0,0,0,0,3,0,7.0,68.0
25910,34,housemaid,single,primary,no,no,no,cellular,30,jan,10,1,2,other,no,1,3,2,0,0,0,0,0,1,0,443.0,10.0
25911,45,services,divorced,secondary,no,no,yes,cellular,30,jan,87,1,-1,unknown,no,1,7,0,1,0,0,1,0,3,0,-28.0,87.0
25912,40,self-employed,single,tertiary,no,no,no,cellular,30,jan,90,1,-1,unknown,no,1,6,2,2,0,0,0,0,3,0,628.0,90.0
25913,34,technician,single,secondary,no,no,no,cellular,30,jan,89,1,-1,unknown,no,1,9,2,1,0,0,0,0,3,0,102.0,89.0
25915,56,services,married,secondary,no,yes,no,cellular,30,jan,16,1,2,other,no,1,7,1,1,0,1,0,0,1,0,642.0,16.0
25916,33,services,divorced,secondary,no,yes,no,cellular,30,jan,166,1,-1,unknown,no,1,7,0,1,0,1,0,0,3,0,1194.0,166.0
25917,58,management,married,tertiary,no,yes,no,cellular,30,jan,49,1,-1,unknown,no,1,4,1,2,0,1,0,0,3,0,911.0,49.0
25919,36,blue-collar,married,secondary,no,yes,no,cellular,30,jan,344,2,-1,unknown,no,1,1,1,1,0,1,0,0,3,0,160.0,344.0
25920,47,housemaid,married,tertiary,no,yes,no,cellular,30,jan,592,1,-1,unknown,no,1,3,1,2,0,1,0,0,3,0,1692.0,547.0
25921,27,technician,single,tertiary,no,no,yes,cellular,30,jan,283,1,-1,unknown,no,1,9,2,2,0,0,1,0,3,0,149.0,283.0
25922,38,unemployed,married,secondary,no,yes,yes,cellular,30,jan,437,1,-1,unknown,no,1,10,1,1,0,1,1,0,3,0,0.0,437.0
25923,27,self-employed,single,secondary,no,yes,no,cellular,30,jan,208,2,-1,unknown,no,1,6,2,1,0,1,0,0,3,0,49.0,208.0
25924,40,technician,married,tertiary,no,no,no,cellular,30,jan,99,1,-1,unknown,no,1,9,1,2,0,0,0,0,3,0,1554.0,99.0
25926,30,management,single,tertiary,no,no,no,cellular,30,jan,320,2,-1,unknown,no,1,4,2,2,0,0,0,0,3,0,167.0,320.0
25927,50,unemployed,divorced,secondary,no,yes,no,cellular,30,jan,113,1,-1,unknown,no,1,10,0,1,0,1,0,0,3,0,717.0,113.0
25928,41,unemployed,married,tertiary,no,no,no,cellular,30,jan,81,1,-1,unknown,no,1,10,1,2,0,0,0,0,3,0,0.0,81.0
25929,53,retired,married,primary,no,no,no,cellular,30,jan,114,4,-1,unknown,no,1,5,1,0,0,0,0,0,3,0,3.0,114.0
25930,28,entrepreneur,single,tertiary,no,no,no,cellular,30,jan,241,1,-1,unknown,no,1,2,2,2,0,0,0,0,3,0,341.0,241.0
25931,41,admin.,married,secondary,no,no,yes,cellular,30,jan,210,2,-1,unknown,no,1,0,1,1,0,0,1,0,3,0,3204.0,210.0
25932,53,services,divorced,tertiary,no,no,no,cellular,30,jan,189,1,-1,unknown,no,1,7,0,2,0,0,0,0,3,0,329.0,189.0
25933,36,technician,single,secondary,no,yes,no,cellular,30,jan,198,2,266,failure,no,1,9,2,1,0,1,0,0,0,0,317.0,198.0
25934,52,management,married,tertiary,no,yes,no,cellular,30,jan,131,1,241,failure,no,1,4,1,2,0,1,0,0,0,0,1355.0,131.0
25936,33,blue-collar,single,secondary,no,no,no,cellular,30,jan,76,2,207,failure,no,1,1,2,1,0,0,0,0,0,0,22.0,76.0
25937,36,services,married,secondary,no,no,no,cellular,30,jan,424,1,-1,unknown,no,1,7,1,1,0,0,0,0,3,0,238.0,424.0
25939,31,management,married,tertiary,no,yes,no,cellular,30,jan,175,2,2,other,no,1,4,1,2,0,1,0,0,1,0,1400.0,175.0
25940,38,management,married,tertiary,no,yes,no,cellular,30,jan,140,1,2,other,no,1,4,1,2,0,1,0,0,1,0,-70.0,140.0
25941,26,admin.,single,secondary,no,no,no,cellular,30,jan,77,1,2,other,no,1,0,2,1,0,0,0,0,1,0,802.0,77.0
25942,28,services,single,secondary,no,yes,no,cellular,30,jan,337,4,-1,unknown,no,1,7,2,1,0,1,0,0,3,0,2992.0,337.0
25943,57,management,divorced,tertiary,no,no,no,cellular,30,jan,456,3,197,failure,no,1,4,0,2,0,0,0,0,0,0,2549.0,456.0
25944,38,blue-collar,married,secondary,no,no,no,cellular,30,jan,143,1,-1,unknown,no,1,1,1,1,0,0,0,0,3,0,451.0,143.0
25945,39,technician,married,secondary,no,yes,no,cellular,30,jan,144,5,248,failure,no,1,9,1,1,0,1,0,0,0,0,-735.0,144.0
25946,45,management,married,tertiary,no,no,no,cellular,30,jan,90,5,172,failure,no,1,4,1,2,0,0,0,0,0,0,-61.0,90.0
25947,26,unemployed,single,tertiary,no,no,no,cellular,30,jan,230,1,-1,unknown,no,1,10,2,2,0,0,0,0,3,0,370.0,230.0
25948,51,admin.,married,secondary,no,yes,yes,cellular,30,jan,150,1,252,failure,no,1,0,1,1,0,1,1,0,0,0,0.0,150.0
25949,37,services,married,secondary,no,yes,no,cellular,30,jan,188,1,-1,unknown,no,1,7,1,1,0,1,0,0,3,0,483.0,188.0
25950,40,technician,single,tertiary,no,no,no,cellular,30,jan,427,1,-1,unknown,no,1,9,2,2,0,0,0,0,3,0,693.0,427.0
25951,60,retired,married,secondary,no,no,no,telephone,30,jan,345,1,-1,unknown,no,1,5,1,1,0,0,0,1,3,0,143.0,345.0
25952,54,technician,married,unknown,no,no,no,cellular,30,jan,491,1,-1,unknown,no,1,9,1,3,0,0,0,0,3,0,0.0,491.0
25953,56,technician,married,primary,no,yes,yes,cellular,30,jan,108,2,2,other,no,1,9,1,0,0,1,1,0,1,0,314.0,108.0
25954,26,technician,single,tertiary,no,no,no,cellular,30,jan,151,2,2,other,no,1,9,2,2,0,0,0,0,1,0,152.0,151.0
25955,36,blue-collar,married,secondary,no,yes,no,cellular,30,jan,473,2,-1,unknown,no,1,1,1,1,0,1,0,0,3,0,-477.0,473.0
25956,57,technician,married,primary,no,yes,no,cellular,30,jan,44,1,200,failure,no,1,9,1,0,0,1,0,0,0,0,1276.0,44.0
25957,29,unemployed,married,secondary,no,no,no,cellular,30,jan,510,2,-1,unknown,no,1,10,1,1,0,0,0,0,3,0,596.0,510.0
25958,33,technician,married,secondary,no,yes,no,cellular,30,jan,272,1,270,other,no,1,9,1,1,0,1,0,0,1,0,480.0,272.0
25959,54,technician,divorced,secondary,no,yes,no,cellular,30,jan,81,1,-1,unknown,no,1,9,0,1,0,1,0,0,3,0,1114.0,81.0
25960,36,admin.,single,secondary,no,no,no,cellular,30,jan,632,3,228,other,no,1,0,2,1,0,0,0,0,1,0,133.0,547.0
25961,51,unemployed,married,secondary,no,no,no,cellular,30,jan,321,1,-1,unknown,no,1,10,1,1,0,0,0,0,3,0,636.0,321.0
25962,53,admin.,married,secondary,no,yes,no,cellular,30,jan,103,1,252,failure,no,1,0,1,1,0,1,0,0,0,0,-375.0,103.0
25963,45,blue-collar,married,unknown,no,yes,no,cellular,30,jan,166,1,262,other,no,1,1,1,3,0,1,0,0,1,0,909.0,166.0
25964,56,retired,married,secondary,no,no,no,telephone,30,jan,479,1,-1,unknown,no,1,5,1,1,0,0,0,1,3,0,1454.0,479.0
25965,57,management,married,tertiary,no,no,yes,cellular,30,jan,209,2,197,other,no,1,4,1,2,0,0,1,0,1,0,0.0,209.0
25966,54,admin.,married,primary,no,yes,no,cellular,30,jan,520,3,-1,unknown,no,1,0,1,0,0,1,0,0,3,0,0.0,520.0
25967,54,technician,divorced,secondary,no,no,no,cellular,30,jan,86,1,-1,unknown,no,1,9,0,1,0,0,0,0,3,0,-191.0,86.0
25968,32,services,married,secondary,no,no,no,cellular,30,jan,320,2,-1,unknown,no,1,7,1,1,0,0,0,0,3,0,198.0,320.0
25969,36,unemployed,single,secondary,no,no,no,cellular,30,jan,410,2,-1,unknown,no,1,10,2,1,0,0,0,0,3,0,605.0,410.0
25970,45,entrepreneur,divorced,secondary,no,no,yes,cellular,30,jan,250,2,2,other,no,1,2,0,1,0,0,1,0,1,0,44.0,250.0
25971,48,management,married,tertiary,no,yes,no,cellular,30,jan,134,2,169,other,no,1,4,1,2,0,1,0,0,1,0,370.0,134.0
25972,32,management,married,primary,yes,yes,yes,cellular,30,jan,445,5,-1,unknown,no,1,4,1,0,1,1,1,0,3,0,-1161.0,445.0
25973,27,blue-collar,single,primary,no,no,no,cellular,30,jan,197,4,-1,unknown,no,1,1,2,0,0,0,0,0,3,0,21.0,197.0
25974,47,self-employed,married,secondary,no,no,no,cellular,30,jan,188,2,-1,unknown,no,1,6,1,1,0,0,0,0,3,0,1803.0,188.0
25975,32,management,married,tertiary,no,yes,no,cellular,30,jan,402,2,2,other,no,1,4,1,2,0,1,0,0,1,0,943.0,402.0
25976,33,admin.,divorced,secondary,no,no,no,cellular,30,jan,308,2,-1,unknown,no,1,0,0,1,0,0,0,0,3,0,961.0,308.0
25977,32,unemployed,married,secondary,no,yes,no,cellular,30,jan,210,3,-1,unknown,no,1,10,1,1,0,1,0,0,3,0,365.0,210.0
25978,28,blue-collar,single,primary,no,no,no,cellular,30,jan,157,2,-1,unknown,no,1,1,2,0,0,0,0,0,3,0,442.0,157.0
25980,47,technician,divorced,secondary,no,yes,yes,cellular,30,jan,113,3,-1,unknown,no,1,9,0,1,0,1,1,0,3,0,1194.0,113.0
25981,35,blue-collar,married,secondary,no,yes,no,cellular,30,jan,626,3,-1,unknown,no,1,1,1,1,0,1,0,0,3,0,210.0,547.0
25982,49,management,single,tertiary,no,yes,no,cellular,30,jan,281,2,269,failure,no,1,4,2,2,0,1,0,0,0,0,163.0,281.0
25983,30,technician,married,tertiary,no,no,no,telephone,30,jan,276,3,-1,unknown,no,1,9,1,2,0,0,0,1,3,0,1454.0,276.0
25984,26,management,single,tertiary,no,yes,no,cellular,30,jan,405,2,-1,unknown,no,1,4,2,2,0,1,0,0,3,0,800.0,405.0
25985,56,blue-collar,married,secondary,no,no,yes,cellular,30,jan,90,2,232,failure,no,1,1,1,1,0,0,1,0,0,0,2190.0,90.0
25986,56,unemployed,married,secondary,no,no,no,cellular,30,jan,52,2,-1,unknown,no,1,10,1,1,0,0,0,0,3,0,972.0,52.0
25987,26,services,single,secondary,no,yes,yes,cellular,30,jan,206,5,239,failure,no,1,7,2,1,0,1,1,0,0,0,512.0,206.0
25989,41,blue-collar,divorced,secondary,no,yes,no,cellular,30,jan,118,3,270,failure,no,1,1,0,1,0,1,0,0,0,0,-333.0,118.0
25990,31,self-employed,married,tertiary,no,yes,yes,cellular,30,jan,154,6,263,failure,no,1,6,1,2,0,1,1,0,0,0,227.0,154.0
25991,42,blue-collar,married,secondary,no,yes,no,cellular,30,jan,82,2,-1,unknown,no,1,1,1,1,0,1,0,0,3,0,0.0,82.0
25993,44,unemployed,married,unknown,no,no,no,telephone,30,jan,262,2,-1,unknown,no,1,10,1,3,0,0,0,1,3,0,1309.0,262.0
25994,47,unemployed,divorced,secondary,no,no,yes,cellular,30,jan,127,2,233,other,no,1,10,0,1,0,0,1,0,1,0,0.0,127.0
25995,34,management,married,secondary,no,no,no,cellular,30,jan,417,4,-1,unknown,no,1,4,1,1,0,0,0,0,3,0,243.0,417.0
25997,27,management,single,tertiary,no,yes,no,cellular,30,jan,323,4,-1,unknown,no,1,4,2,2,0,1,0,0,3,0,0.0,323.0
25998,44,management,single,tertiary,no,yes,no,cellular,30,jan,511,2,-1,unknown,no,1,4,2,2,0,1,0,0,3,0,780.0,511.0
25999,27,technician,single,tertiary,no,no,yes,telephone,30,jan,370,4,-1,unknown,no,1,9,2,2,0,0,1,1,3,0,501.0,370.0
26001,53,unemployed,married,secondary,no,no,no,telephone,30,jan,89,3,-1,unknown,no,1,10,1,1,0,0,0,1,3,0,2180.0,89.0
26002,32,admin.,single,secondary,no,no,no,telephone,30,jan,118,5,-1,unknown,no,1,0,2,1,0,0,0,1,3,0,1465.0,118.0
26003,41,technician,divorced,secondary,no,yes,no,cellular,30,jan,249,3,245,failure,no,1,9,0,1,0,1,0,0,0,0,692.0,249.0
26004,30,admin.,married,secondary,no,yes,no,cellular,30,jan,353,2,228,other,no,1,0,1,1,0,1,0,0,1,0,373.0,353.0
26005,40,housemaid,married,secondary,no,yes,no,cellular,30,jan,431,2,-1,unknown,no,1,3,1,1,0,1,0,0,3,0,541.0,431.0
26006,59,blue-collar,married,secondary,no,no,no,cellular,30,jan,85,2,-1,unknown,no,1,1,1,1,0,0,0,0,3,0,2605.0,85.0
26007,49,management,married,tertiary,no,no,no,cellular,30,jan,61,2,2,other,no,1,4,1,2,0,0,0,0,1,0,-969.0,61.0
26008,35,admin.,single,secondary,no,no,no,telephone,30,jan,103,3,-1,unknown,no,1,0,2,1,0,0,0,1,3,0,1721.0,103.0
26009,28,admin.,married,secondary,no,yes,no,cellular,30,jan,73,3,256,other,no,1,0,1,1,0,1,0,0,1,0,12.0,73.0
26011,30,technician,single,secondary,no,yes,yes,cellular,30,jan,130,2,2,other,no,1,9,2,1,0,1,1,0,1,0,316.0,130.0
26012,49,management,married,tertiary,no,no,no,cellular,30,jan,166,3,2,other,no,1,4,1,2,0,0,0,0,1,0,15.0,166.0
26014,28,management,single,tertiary,no,no,no,telephone,30,jan,399,2,2,other,no,1,4,2,2,0,0,0,1,1,0,2080.0,399.0
26017,31,services,single,secondary,no,no,no,cellular,2,feb,78,5,-1,unknown,no,2,7,2,1,0,0,0,0,3,0,295.0,78.0
26018,66,housemaid,married,secondary,no,no,no,cellular,2,feb,169,1,-1,unknown,no,2,3,1,1,0,0,0,0,3,0,1929.0,169.0
26019,33,management,married,tertiary,no,no,no,cellular,2,feb,84,2,174,failure,no,2,4,1,2,0,0,0,0,0,0,1071.0,84.0
26020,57,retired,married,secondary,no,no,yes,cellular,2,feb,49,6,-1,unknown,no,2,5,1,1,0,0,1,0,3,0,523.0,49.0
26021,46,management,married,tertiary,no,no,no,cellular,2,feb,241,1,-1,unknown,no,2,4,1,2,0,0,0,0,3,0,699.0,241.0
26022,29,services,single,secondary,no,yes,no,telephone,2,feb,30,5,-1,unknown,no,2,7,2,1,0,1,0,1,3,0,536.0,30.0
26023,43,admin.,married,secondary,no,yes,no,cellular,2,feb,118,1,-1,unknown,no,2,0,1,1,0,1,0,0,3,0,764.0,118.0
26024,36,admin.,single,secondary,no,no,no,cellular,2,feb,225,1,-1,unknown,no,2,0,2,1,0,0,0,0,3,0,115.0,225.0
26025,27,technician,single,secondary,no,no,no,cellular,2,feb,82,3,-1,unknown,no,2,9,2,1,0,0,0,0,3,0,90.0,82.0
26026,36,blue-collar,married,secondary,no,yes,no,telephone,2,feb,29,4,-1,unknown,no,2,1,1,1,0,1,0,1,3,0,937.0,29.0
26027,32,management,married,tertiary,no,no,no,cellular,2,feb,75,1,-1,unknown,no,2,4,1,2,0,0,0,0,3,0,71.0,75.0
26028,29,admin.,single,secondary,no,no,no,cellular,2,feb,94,1,5,other,no,2,0,2,1,0,0,0,0,1,0,124.0,94.0
26029,21,unemployed,single,secondary,no,no,no,cellular,2,feb,120,1,-1,unknown,no,2,10,2,1,0,0,0,0,3,0,1333.0,120.0
26030,48,admin.,single,secondary,no,no,no,cellular,2,feb,94,1,-1,unknown,no,2,0,2,1,0,0,0,0,3,0,2091.0,94.0
26031,44,self-employed,married,secondary,no,no,no,cellular,2,feb,105,1,-1,unknown,no,2,6,1,1,0,0,0,0,3,0,335.0,105.0
26032,43,management,married,tertiary,no,yes,no,cellular,2,feb,84,1,-1,unknown,no,2,4,1,2,0,1,0,0,3,0,228.0,84.0
26034,40,technician,divorced,secondary,no,yes,no,cellular,2,feb,67,1,-1,unknown,no,2,9,0,1,0,1,0,0,3,0,0.0,67.0
26035,38,blue-collar,married,secondary,no,no,yes,cellular,2,feb,151,1,-1,unknown,no,2,1,1,1,0,0,1,0,3,0,168.0,151.0
26036,62,technician,married,secondary,no,no,no,cellular,2,feb,326,1,-1,unknown,yes,2,9,1,1,0,0,0,0,3,1,973.0,326.0
26037,36,technician,single,secondary,no,yes,yes,cellular,2,feb,88,1,273,failure,no,2,9,2,1,0,1,1,0,0,0,265.0,88.0
26038,53,services,married,secondary,no,no,no,cellular,2,feb,210,1,272,failure,no,2,7,1,1,0,0,0,0,0,0,660.0,210.0
26039,34,technician,single,secondary,no,no,no,cellular,2,feb,103,1,-1,unknown,no,2,9,2,1,0,0,0,0,3,0,258.0,103.0
26040,44,blue-collar,married,secondary,no,yes,no,cellular,2,feb,246,1,259,failure,no,2,1,1,1,0,1,0,0,0,0,294.0,246.0
26041,52,management,married,tertiary,no,no,no,cellular,2,feb,222,1,-1,unknown,no,2,4,1,2,0,0,0,0,3,0,72.0,222.0
26042,34,unemployed,married,tertiary,no,yes,no,cellular,2,feb,110,1,-1,unknown,no,2,10,1,2,0,1,0,0,3,0,181.0,110.0
26045,45,technician,divorced,secondary,no,yes,no,cellular,2,feb,535,1,-1,unknown,no,2,9,0,1,0,1,0,0,3,0,441.0,535.0
26046,46,technician,married,secondary,no,yes,yes,cellular,2,feb,299,1,-1,unknown,no,2,9,1,1,0,1,1,0,3,0,700.0,299.0
26047,46,technician,married,secondary,no,yes,no,cellular,2,feb,346,1,180,failure,no,2,9,1,1,0,1,0,0,0,0,363.0,346.0
26048,42,blue-collar,married,secondary,no,yes,no,telephone,2,feb,18,1,-1,unknown,no,2,1,1,1,0,1,0,1,3,0,1288.0,18.0
26051,47,technician,married,secondary,no,yes,yes,cellular,2,feb,112,1,273,failure,no,2,9,1,1,0,1,1,0,0,0,349.0,112.0
26052,35,management,married,tertiary,no,no,no,cellular,2,feb,282,1,-1,unknown,no,2,4,1,2,0,0,0,0,3,0,495.0,282.0
26054,43,admin.,married,secondary,no,yes,no,cellular,2,feb,135,1,-1,unknown,no,2,0,1,1,0,1,0,0,3,0,877.0,135.0
26055,61,retired,married,secondary,no,no,no,cellular,2,feb,75,1,-1,unknown,no,2,5,1,1,0,0,0,0,3,0,0.0,75.0
26056,37,blue-collar,married,primary,no,yes,no,cellular,2,feb,393,1,245,failure,no,2,1,1,0,0,1,0,0,0,0,89.0,393.0
26057,59,retired,divorced,tertiary,no,yes,no,cellular,2,feb,281,1,-1,unknown,no,2,5,0,2,0,1,0,0,3,0,979.0,281.0
26058,33,management,single,tertiary,no,yes,no,cellular,2,feb,81,1,-1,unknown,no,2,4,2,2,0,1,0,0,3,0,361.0,81.0
26059,22,student,single,secondary,no,no,no,telephone,2,feb,168,1,-1,unknown,no,2,8,2,1,0,0,0,1,3,0,2162.0,168.0
26060,37,unemployed,married,primary,no,no,no,cellular,2,feb,280,1,-1,unknown,no,2,10,1,0,0,0,0,0,3,0,941.0,280.0
26061,34,management,married,tertiary,no,no,no,cellular,2,feb,327,1,-1,unknown,no,2,4,1,2,0,0,0,0,3,0,0.0,327.0
26062,32,admin.,single,secondary,no,no,no,cellular,2,feb,75,1,208,failure,no,2,0,2,1,0,0,0,0,0,0,1.0,75.0
26063,38,technician,married,secondary,no,no,no,cellular,2,feb,147,1,-1,unknown,no,2,9,1,1,0,0,0,0,3,0,20.0,147.0
26065,55,management,divorced,tertiary,no,no,no,cellular,2,feb,159,1,-1,unknown,no,2,4,0,2,0,0,0,0,3,0,446.0,159.0
26066,48,services,married,secondary,no,no,no,cellular,2,feb,121,1,-1,unknown,no,2,7,1,1,0,0,0,0,3,0,1555.0,121.0
26067,50,admin.,married,secondary,no,no,no,cellular,2,feb,97,1,-1,unknown,no,2,0,1,1,0,0,0,0,3,0,-185.0,97.0
26068,48,blue-collar,single,secondary,no,no,no,cellular,2,feb,167,1,263,other,no,2,1,2,1,0,0,0,0,1,0,-269.0,167.0
26069,46,services,divorced,secondary,no,no,no,cellular,2,feb,151,1,214,failure,no,2,7,0,1,0,0,0,0,0,0,-179.0,151.0
26070,62,retired,married,secondary,no,no,no,cellular,2,feb,265,1,-1,unknown,yes,2,5,1,1,0,0,0,0,3,1,1495.0,265.0
26071,47,technician,divorced,secondary,no,no,no,cellular,2,feb,110,2,222,failure,no,2,9,0,1,0,0,0,0,0,0,129.0,110.0
26072,36,services,married,secondary,no,yes,yes,cellular,2,feb,138,2,-1,unknown,no,2,7,1,1,0,1,1,0,3,0,812.0,138.0
26073,29,technician,single,tertiary,no,no,no,cellular,2,feb,125,1,-1,unknown,yes,2,9,2,2,0,0,0,0,3,1,2325.0,125.0
26074,37,services,single,secondary,no,yes,no,cellular,2,feb,96,1,271,other,no,2,7,2,1,0,1,0,0,1,0,21.0,96.0
26075,39,admin.,divorced,secondary,no,yes,no,cellular,2,feb,550,1,-1,unknown,no,2,0,0,1,0,1,0,0,3,0,7.0,547.0
26076,26,management,single,tertiary,no,no,no,cellular,2,feb,62,1,-1,unknown,no,2,4,2,2,0,0,0,0,3,0,212.0,62.0
26077,38,blue-collar,married,secondary,no,yes,no,cellular,2,feb,133,1,272,failure,no,2,1,1,1,0,1,0,0,0,0,757.0,133.0
26078,38,management,married,tertiary,no,yes,no,cellular,2,feb,63,1,-1,unknown,no,2,4,1,2,0,1,0,0,3,0,1198.0,63.0
26079,37,blue-collar,married,secondary,no,yes,no,cellular,2,feb,54,1,255,failure,no,2,1,1,1,0,1,0,0,0,0,520.0,54.0
26081,31,technician,single,secondary,no,no,no,cellular,2,feb,50,1,-1,unknown,no,2,9,2,1,0,0,0,0,3,0,118.0,50.0
26082,55,housemaid,married,secondary,no,no,no,cellular,2,feb,269,1,206,failure,no,2,3,1,1,0,0,0,0,0,0,5.0,269.0
26083,36,admin.,married,secondary,no,yes,no,cellular,2,feb,122,1,-1,unknown,no,2,0,1,1,0,1,0,0,3,0,-206.0,122.0
26085,45,admin.,married,secondary,no,yes,yes,cellular,2,feb,174,1,208,failure,no,2,0,1,1,0,1,1,0,0,0,1097.0,174.0
26087,40,admin.,married,secondary,no,no,no,cellular,2,feb,174,1,-1,unknown,no,2,0,1,1,0,0,0,0,3,0,5.0,174.0
26088,55,management,divorced,tertiary,no,yes,no,cellular,2,feb,115,1,-1,unknown,no,2,4,0,2,0,1,0,0,3,0,347.0,115.0
26089,42,admin.,divorced,secondary,no,yes,no,cellular,2,feb,326,5,-1,unknown,no,2,0,0,1,0,1,0,0,3,0,814.0,326.0
26090,52,technician,married,secondary,no,no,yes,cellular,2,feb,72,1,203,failure,no,2,9,1,1,0,0,1,0,0,0,279.0,72.0
26091,36,blue-collar,single,primary,no,no,no,cellular,2,feb,217,1,221,failure,no,2,1,2,0,0,0,0,0,0,0,367.0,217.0
26092,34,management,married,secondary,no,no,no,cellular,2,feb,270,1,-1,unknown,no,2,4,1,1,0,0,0,0,3,0,0.0,270.0
26093,28,admin.,single,secondary,no,no,no,cellular,2,feb,67,1,-1,unknown,no,2,0,2,1,0,0,0,0,3,0,53.0,67.0
26094,59,retired,married,primary,no,no,yes,cellular,2,feb,88,1,208,other,no,2,5,1,0,0,0,1,0,1,0,866.0,88.0
26095,41,services,divorced,secondary,no,yes,no,cellular,2,feb,20,1,-1,unknown,no,2,7,0,1,0,1,0,0,3,0,0.0,20.0
26097,40,services,married,secondary,no,yes,yes,cellular,2,feb,226,2,-1,unknown,no,2,7,1,1,0,1,1,0,3,0,0.0,226.0
26098,56,unemployed,married,secondary,no,no,no,telephone,2,feb,492,1,-1,unknown,yes,2,10,1,1,0,0,0,1,3,1,0.0,492.0
26099,53,self-employed,married,tertiary,no,yes,no,cellular,2,feb,125,1,249,failure,no,2,6,1,2,0,1,0,0,0,0,451.0,125.0
26100,32,management,married,tertiary,no,no,no,cellular,2,feb,175,2,-1,unknown,no,2,4,1,2,0,0,0,0,3,0,1852.0,175.0
26101,26,technician,single,secondary,no,no,no,cellular,2,feb,141,1,5,failure,no,2,9,2,1,0,0,0,0,0,0,3244.0,141.0
26102,51,technician,married,secondary,no,yes,no,cellular,2,feb,177,1,199,failure,no,2,9,1,1,0,1,0,0,0,0,1490.0,177.0
26103,43,technician,married,secondary,no,no,no,cellular,2,feb,229,1,-1,unknown,no,2,9,1,1,0,0,0,0,3,0,576.0,229.0
26104,50,services,married,secondary,no,no,no,cellular,2,feb,72,1,-1,unknown,no,2,7,1,1,0,0,0,0,3,0,545.0,72.0
26105,49,self-employed,married,secondary,no,yes,no,cellular,2,feb,243,1,-1,unknown,no,2,6,1,1,0,1,0,0,3,0,289.0,243.0
26106,47,admin.,divorced,secondary,no,yes,no,cellular,2,feb,244,1,271,failure,no,2,0,0,1,0,1,0,0,0,0,207.0,244.0
26107,32,admin.,divorced,secondary,no,no,no,cellular,2,feb,221,1,-1,unknown,no,2,0,0,1,0,0,0,0,3,0,714.0,221.0
26108,37,services,divorced,secondary,no,yes,no,cellular,2,feb,73,1,-1,unknown,no,2,7,0,1,0,1,0,0,3,0,490.0,73.0
26109,58,retired,married,unknown,no,yes,no,cellular,2,feb,389,1,-1,unknown,no,2,5,1,3,0,1,0,0,3,0,662.0,389.0
26110,53,services,married,secondary,no,yes,no,cellular,2,feb,124,2,5,other,no,2,7,1,1,0,1,0,0,1,0,1563.0,124.0
26111,35,technician,married,secondary,no,no,no,cellular,2,feb,215,2,-1,unknown,no,2,9,1,1,0,0,0,0,3,0,1.0,215.0
26112,55,management,divorced,tertiary,no,no,no,cellular,2,feb,211,1,-1,unknown,no,2,4,0,2,0,0,0,0,3,0,-207.0,211.0
26113,49,blue-collar,single,secondary,no,yes,no,cellular,2,feb,98,1,207,failure,no,2,1,2,1,0,1,0,0,0,0,-367.0,98.0
26114,37,technician,single,secondary,no,yes,no,cellular,2,feb,144,1,-1,unknown,no,2,9,2,1,0,1,0,0,3,0,194.0,144.0
26116,60,technician,married,secondary,no,yes,yes,cellular,2,feb,214,1,-1,unknown,no,2,9,1,1,0,1,1,0,3,0,216.0,214.0
26117,37,admin.,divorced,secondary,no,yes,no,cellular,2,feb,446,2,273,failure,no,2,0,0,1,0,1,0,0,0,0,506.0,446.0
26119,36,admin.,single,secondary,no,no,no,cellular,2,feb,83,1,-1,unknown,no,2,0,2,1,0,0,0,0,3,0,-207.0,83.0
